,index,name,cnt,unit,gram,cal,carbs,protein,fat,sugar,salt
734,897,오징어버섯볶음,1,소접시,105,91,7.05,11.6,3.97,0,0
735,217,대구국,1,대접,135,81,4.41,13.44,0.53,0,0
736,676,고들빼기김치,1,소접시,100,88,11.9,4.1,2.7,0,2231
737,215,오징어무국,1,인분,200,142,8,21.79,2.03,1.37,349
738,126,[천일냉동식품] 새우볶음밥,1,개,250,410,195.0,27.5,15.0,2.5,560
739,576,[오뚜기] 골드마요네즈,1,회분,100,725,1,1,80,0,0
740,365,장어찌개,1,대접,206,268,0,0,0,0,0
741,829,감자풋고추볶음,1,소접시,115,94,13.72,2.86,5.46,0,0
742,480,미역죽,1,회분,100,193,0,0,0,0,0
743,453,[농심] 보노스프 포르치니버섯스프,1,봉지,17,75,11,1,3,10,410
744,501,[서울마님죽] 참전복죽,1,팩,500,262,56.12,4.88,2,0,0
745,481,현미죽,1,회분,200,200,0,0,0,0,0
746,477,[CJ] 햇반참치죽,1,개,313,170,32.03,5.99,2,0,0
747,257,솎음배추국,1,대접,118,66,5.28,4.99,1.22,0,0
748,624,아일랜드소스,1,개,40,164,19,2,8.9,0,0
749,209,우거지국,1,대접,69,51,5.83,5.42,2.21,0,0
750,528,백설기,1,소접시,100,237,51.44,4.93,0.46,0.12,12
751,791,다시마쌈,1,인분,42,22,1.94,1.88,1.23,0,0
752,131,[풀무원] 7가지 야채와 닭가슴살 볶음밥,1,인분,225,390,63,11,8,5,610
753,402,[하림] 삼계탕반마리,1,팩,600,360,36.5,31,10,0,0
754,664,깍두기,1,인분,35,14,2.6,0.6,0.2,1,125
755,472,[죽이야기] 인삼닭죽,1,인분,729,518,82,20,18,0,0
756,633,[CJ] 밥이랑 해물맛,1,포,8,30,2.3,2.6,1.1,0,0
757,479,[농심] 포테토밀고구마,1,인분,30,120,23.46,2.04,2,0,0
758,357,냉이된장찌개,1,그릇,250,100,10.77,6.36,1.64,0,0
759,75,잡탕밥,1,인분,750,777,104.9,44.1,20.1,0,0
760,648,템페,1,종지,18,37,1.69,3.33,1.94,0,0
761,804,두부냉채,1,소접시,140,147,8.51,11.22,8.31,0,0
762,599,우스터소스,1,종지,14,10,3.54,0.1,0.02,0,0
763,167,[CJ] 햇반 발아현미밥,1,개,210,290,66,5,0.9,0,20
764,396,우럭매운탕,1,인분,200,150,4.12,21.53,5.1,1.21,501
765,139,열무비빔밥,1,큰대접,198,394,74.39,11.82,3.14,0,0
766,74,닭고기덮밥,1,대접,212,466,158.55,35.51,13.82,0.0,0
767,530,시루떡 붉은팥고물,1,조각,100,205,0,0,0,0,0
768,128,[천호식품] 양파액기스100골드,1,팩,80,40,0,0,0,0,0
769,739,다시마채무침,1,소접시,34,13,1.85,0.85,0.73,0,0
770,207,미역냉국,1,대접,65,51,4.2,2.71,1.41,0,0
771,134,새우볶음밥,1,인분,300,486,190.35,49.77,52.74,6.84,1401
772,114,[한솥도시락] 백합도시락,1,인분,400,1107,0,0,0,0,0
773,610,[오뚜기] 코올슬로드레싱,1,종지,15,70,2.76,1.04,6.05,0,0
774,716,시금치고추장무침,1,소접시,85,63,0,0,0,0,0
775,470,[본죽] 호박죽,1,그릇,730,513,0,0,0,0,0
776,267,해물된장국,1,대접,141,114,7.08,15.55,2.21,0,0
777,591,[청정원] 소금,1,종지,3,1,0,0,0,0,1120
778,120,김치참치볶음밥 계란후라이포함,1,인분,277,554,0,0,0,0,0
779,935,[플래시안] 삼호부산어묵 야채사각,1,장,75,113,0,0,0,0,0
780,318,[오뚜기] 옛날국밥장터국밥,1,개,350,285,52,14,2.2,0,990
781,299,조랭이떡국,1,소대접,210,322,0,0,0,0,0
782,158,차수수밥,1,공기,90,314,78.57,6.1,0.21,0,0
783,602,발사믹드레싱,1,종지,14,27,0.78,0.06,6.08,0,0
784,502,[서울마님죽] 녹두죽,1,팩,500,336,52.21,20.54,5,0,0
785,328,고등어찌개,0.5,인분,75,114,4.4,11.3,5.6,3.8,431
786,611,[오뚜기] 프랜치드레싱,1,종지,15,54,5.48,0.68,3.35,0,0
787,581,양조된장,1,회분,100,131,15,11.1,3.7,0,0
788,526,강원도 감시기감자떡,1,개,25,81,0,0,0,0,0
789,689,고추잎나물,1,소접시,84,62,8.4,3.97,3.04,0,0
790,48,미니김밥,1,팩,170,239,0,0,0,0,0
791,163,흑미밥,1,공기,210,293,66,5,1,0,5.4
792,595,사우전드아일랜드드레싱,1,큰술,15,67,0,0,0,0,0
793,450,[CJ] 소라죽,1,인분,315,190,0,0,0,0,0
794,193,오징어국,1,대접,113,77,5.4,19.53,1.42,0,0
795,81,양송이덮밥,1,인분,600,582,95.6,18.2,14.1,0,0
796,701,도라지나물,1,소접시,49,73,22.66,3.28,11.41,0,0
797,61,삼각김밥 소고기고추장,1,개,100,172,0,0,0,0,0
798,902,마요네즈새우,1,인분,205,443,0,0,0,0,0
799,763,오징어미역초무침,1,소접시,83,65,4.6,11.51,1.37,0,0
800,691,배추숙주나물,1,소접시,76,21,3.39,1.64,2.51,0,0
801,795,청포묵,1,소접시,100,37,8.9,0.1,0,0,0
802,538,송편 검정콩속,1,개,20,40,8.2,1.4,0.2,0,0
803,426,[동원] 양반 밤단팥죽,1,개,285,295,190.95,19.95,0.0,65.55,560
804,556,콩떡,1,개,25,16,3.25,0.43,0.06,0.19,8
805,72,오징어덮밥,1,인분,500,667,108.16,31.09,13.23,13.46,1659
806,875,[풀무원] 볶은김치,1,회분,100,65,9,3,2,4,1100
807,734,노가리채무침,1,소접시,30,101,4.36,14.44,2.81,0,0
808,338,참치김치찌개,1,인분,200,104,6.11,9.71,4.71,1.68,508
809,725,[KFC] 고구마샐러드,1,인분,110,241,0,0,0,0,0
810,872,두부두루치기,1,인분,111,103,6.1,8.6,6,0,324
811,990,양구이,1,접시,220,189,26.4,162.8,33.0,0.0,0
812,283,당면국,1,대접,83,133,17.47,7.35,4.49,0,0
813,641,쌀식초,1,큰술,100,3,0.5,1,1,0,0
814,82,[CJ] 리조또,1,회분,210,365,0,0,0,0,0
815,816,해바라기씨 볶은것,1,종지,13,79,0,0,0,0,0
816,465,[죽이야기] 참치야채죽,1,인분,724,553,0,0,0,0,0
817,629,[오뚜기] 케챂,1,종지,20,24,5.6,0.4,0,4.8,210
818,504,[오뚜기] 백세강황죽 쇠고기,1,인분,40,150,30.88,2.69,1.75,0,0
819,490,[오뚜기] 마이스타일북어죽,1,인분,22,85,16.22,3.01,0.9,0,0
820,492,종가집아침에먹는전복소라죽,1,인분,255,90,0,0,0,0,0
821,970,치킨바베큐 소스제외,1,소접시,100,130,0,0,0,0,0
822,580,쌈된장,1,큰술,15,21,1.58,1.83,0.58,0,0
823,826,두부고추장볶음,1,소접시,103,163,10.39,9.93,6.64,0,0
824,562,장떡,1,인분,72,179,0,0,0,0,0
825,314,[풀무원] 씻고 자를 필요가 없어 간편한 미역 국거리 미역,1,팩,100,300,50,24,0,0,7460
826,183,쌀밥,1,공기,210,310,67.32,5.61,0.85,0,4
827,554,영양떡,1,개,100,198,0,0,0,0,0
828,413,깨죽,1,인분,800,515,79.3,13.7,15.9,0,0
829,892,낙지볶음,1,인분,200,187,21.67,14.89,4.51,7.56,895.12
830,965,너비아니,1,인분,100,231,3.47,16.43,16.54,0.84,384
831,951,돼지고기구이,1,인분,238,511,5.91,11.54,13.31,0,0
832,135,[CJ] 밥이랑 야채맛,1,포,9,35,4,1,2,0,710
833,867,오이볶음,1,소접시,86,72,2.61,1.16,7.25,0,0
834,37,콩나물국밥,1,인분,500,445,90.3,10.58,4.38,3.17,1221
835,121,닭고기볶음밥,1,인분,400,664,84.48,25.16,24.16,2.8,1208
836,770,마늘쫑무침,1,회분,100,132,28.3,2.7,0.9,0,0
837,157,조밥,1,공기,90,317,78,6.5,0.92,0,0
838,295,유부된장국,0.5,그릇,125,74,10,4.7,2.1,9.7,378
839,937,계란볶음,1,접시,165,317,10,35.5,15,0,0
840,742,쑥갓생채,1,소접시,80,46,6.9,2.99,1.56,0,497.1
841,305,사골우거지국,1,소대접,250,66,0,0,0,0,0
842,657,아스파탐,1,회분,3,12,3,0,0,0,0
843,807,로스편채,1,소접시,114,163,0,0,0,0,0
844,847,햄야채볶음,1,소접시,131,243,14.46,8.8,13.83,0,0
845,555,중국식호떡,1,개,60,159,0,0,0,0,0
846,941,우엉구이,1,소접시,74,101,12.81,2.6,5.66,0,0
847,246,꽃게된장국,1,대접,156,126,8.01,13.83,1.57,0,0
848,978,뚝배기불고기,1,인분,200,317,9.74,36.47,13.22,4.69,368
849,132,[풀무원] 7가지야채와새우튀김칠리소스볶음밥,1,인분,250,445,0,0,0,0,0
850,195,육개장,1,인분,200,165,10.45,14.32,7.57,1.45,720
851,104,[한솥도시락] 장모님도시락,1,인분,400,772,0,0,0,0,0
852,929,제육볶음,1,인분,300,572,31.1,39.6,33,20.9,832
853,910,계란채소말이,1,소접시,79,113,3.34,6.15,7.13,0,0
854,740,달래무무침,1,소접시,83,40,8.12,1.97,0.71,0,0
855,306,[오뚜기] 카레 매운맛,1,종지,22,100,18.4,2.3,1.92,0,0
856,484,인델리 비프알루커리,1,인분,140,145,0,0,0,0,0
857,797,[동원] 돌김 자반볶음 매콤한맛,1,포장,65,586,27,18.25,45,0,0
858,741,토란대무침,1,소접시,93,56,8.04,1.39,1.67,0,0
859,560,쑥개떡,1,장,150,227,84.03,8.38,1.49,0,0
860,788,김실파무침,1,소접시,79,45,0,0,0,0,0
861,542,찹쌀경단,1,개,20,48,10.2,1,0.4,0,0
862,39,도토리묵밥,1,인분,563,338,61,12.25,5,0,0
863,828,멸치풋고추볶음,1,소접시,20,52,3.4,4.7,2.2,0,0
864,710,느타리콩나물무침,1,소접시,78,44,4.47,3.24,2.79,0,0
865,675,나박김치,1,인분,100,12,0,0,0,0,0
866,107,[한솥도시락] 치킨도시락,1,인분,400,769,0,0,0,0,0
867,469,[죽이야기] 잣죽,1,인분,271,757,0,0,0,0,0
868,229,돈육개장,1,대접,173,200,9.04,15,13.04,0,0
869,384,동태매운탕,0.5,그릇,86,49,5.3,7.1,0.5,4.6,598
870,296,사골국,1,소대접,250,101,1.06,13.93,4.49,0.31,302
871,375,[세준F&B] 구수한즉석누룽지곰탕,1,회분,37,145,0,0,0,0,0
872,429,[CJ] 삼계죽,1,개,315,175,0,0,0,0,0
873,727,오이양파무침,1,소접시,77,35,8.18,1.32,1.39,0,0
874,216,쇠고기콩나물국,1,소대접,250,65,3.28,6.8,4.19,0,0
875,903,멸치고추볶음,1,인분,30,62,4.7,4.98,4.46,0.12,600
876,547,호떡,1,회,110,252,46.76,4.44,5.68,18.93,66
877,609,[오뚜기] 드레싱 겨자맛,1,종지,15,52,5.25,0.66,3.21,0,0
878,943,대천돌김,1,장,5,24,0,0,0,0,0
879,190,북어국,1,인분,250,110,3.28,12.81,4.9,1.24,1317
880,497,[서울마님죽] 새우죽,1,팩,500,285,55.2,4.8,5,0,0
881,507,닭백숙,1,인분,300,394,15.3,55.27,11.16,0.64,777
882,434,[동원] 양반 발아현미죽,1,개,285,138,0,0,0,0,0
883,573,죽염간장,1,큰술,17,7,1,1,1,0,0
884,796,[해오름] 동부묵,1,접시,100,37,0,0,0,0,0
885,106,[한솥도시락] 도련님도시락,1,인분,400,748,100,30,30,10,800
886,321,김치찌개,1,인분,200,121,6.47,7.51,7.57,1.77,442
887,893,건새우케찹볶음,1,소접시,38,128,7.79,11.74,3.76,0,0
888,270,열무두부국,1,대접,96,72,5.25,8.11,2.98,0,0
889,221,시래기된장국,1,대접,120,65,7.8,5.21,1.83,1.93,824
890,36,돼지국밥,1,인분,480,470,35.98,42.29,15.97,0.95,1735
891,715,국수호박,1,인분,258,150,7.4,1.2,0.1,0,0
892,851,야채볶음,1,소접시,109,90,7.09,1.46,7.02,0,0
893,461,[오뚜기] 마이스타일계란미역죽,1,인분,22,85,0,0,0,0,0
894,887,건새우볶음,1,인분,33,107,6.2,11.6,3.7,0,269.8
895,630,초코시럽,1,스푼,15,38,9.7,0,0,0,0
896,346,호박찌개,0.5,소대접,125,68,5.7,6,2.7,5.2,324
897,489,[오뚜기] 백세강황죽 야채,1,인분,40,150,27.6,4,1.9,0,0
898,408,감자죽,1,인분,200,55,12.2,1.3,0,12,96
899,159,차조밥,1,공기,100,170,36.91,3.24,0.57,0,2
900,955,쇠고기산적,1,중접시,331,448,24.69,11.56,7.77,0,0
901,640,사과식초,1,큰술,10,2,0.21,0,0,0,0
902,311,후루룩간편미역국,1,회분,22,63,0,0,0,0,0
903,506,[CJ] 약간매운맛카레,1,인분,180,125,18.4,1.6,5,0,0
904,620,[오뚜기] 쇠고기국수장국,1,회분,100,20,2,3,1,0,0
905,911,계란햄말이,1,소접시,70,138,2.8,8.19,9.16,0,0
906,455,[동원] 양반 가평잣죽,1,회분,285,170,25.53,3.02,6.2,0,0
907,751,부추양배추무침,1,소접시,75,52,3.66,2.47,3.9,0,0
908,86,[오뚜기] 춘천닭갈비덮밥,1,인분,340,460,81.88,15.12,8,0,0
909,188,미역국,1,인분,230,83,5.59,7.87,3.73,0.62,1134
910,855,부추볶음,1,소접시,69,84,2.95,2.7,7.25,0,0
911,521,[오뚜기] 오트밀스프 너트,1,인분,25,100,15.18,1.72,3.6,0,0
912,241,콩나물무채국,1,대접,80,32,2.99,3.08,0.56,0,0
913,823,목이버섯잡채,1,소접시,113,213,30.69,7.69,5.9,0,0
914,813,캐슈넛 조미한것,1,종지,13,74,0,0,0,0,0
915,123,[훼밀리마트] 김치볶음밥,1,팩,175,370,0,0,0,0,0
916,885,어묵양파볶음,1,소접시,99,127,16.06,6.96,4.77,0,0
917,194,미역오이냉국,1,대접,109,32,4.9,2.25,0.37,0,0
918,916,쇠고기볶음,1,소접시,106,150,4.76,53.55,37.4,0,0
919,205,콩나물김치국,1,인분,150,61,3.58,3.85,3.65,1.18,214
920,924,닭떡볶음,1,소접시,139,234,28.96,13.94,9.9,0,0
921,277,무채어묵국,1,대접,93,56,9.12,9.21,1.23,0,0
922,170,생기발랄 생식,1,포,25,92,0,0,0,0,0
923,60,삼각김밥 숯불갈비맛,1,개,100,187,0,0,0,0,0
924,474,[죽이야기] 꽃게죽,1,인분,757,539,0,0,0,0,0
925,802,굴무생채,1,소접시,121,90,6.56,10.03,2.81,0,0
926,777,도라지북어포무침,1,소접시,57,115,11.66,12.2,1.76,0,0
927,940,두부양념구이,1,소접시,97,106,6.31,8.36,11.09,0,0
928,756,오이부추무침,1,소접시,77,19,4.11,2.41,0.94,0,0
929,430,[동원] 양반 새우죽,1,개,285,151,0,0,0,0,0
930,249,달래된장국,1,대접,133,84,8.47,7.1,2.84,0,0
931,79,소머리국밥,1,인분,800,632,17.5,76,28.7,0,0
