,index,name,cnt,unit,gram,cal,carbs,protein,fat,sugar,salt
364,836,고사리볶음,1,소접시,72,58,4.15,2.17,4.45,0,0
365,750,김무침,1,소접시,5,12,0.97,2.16,0.35,0.12,68
366,617,[오뚜기] 멸치국수장국,1,회분,100,30,5,2,1,0,0
367,155,율무밥,1,공기,90,314,77.7,6.67,0.41,0,0
368,517,단호박바나나죽,1,용기,200,83,17.4,1.1,0.03,0,0
369,272,토란국,1,대접,78,50,9.6,6.74,1.99,0,0
370,808,천사채,1,소접시,50,9,0,0,0,0,0
371,626,[오뚜기] 타타르소스,1,회분,100,535,12,1,54,0,0
372,232,김치무국,1,대접,89,28,3.7,2.46,0.48,0,0
373,932,소세지케찹볶음,1,소접시,117,280,0,0,0,0,0
374,462,[오뚜기] 옛날구수한흑미누룽지,1,회분,30,120,27.6,2.4,0,0,0
375,584,미림,1,회분,100,130,35.5,0.3,0.3,0,0
376,366,[대상] 쿡조이쇠고기된장찌개,1,봉지,200,89,7.3,8.2,3,0,0
377,794,ORGA 올가 무말랭이,1,회분,25,35,0,0,0,0,0
378,548,호박떡,1,개,30,70,13.92,1.54,0.85,0.44,27
379,90,[CJ] 김치제육덮밥,1,인분,315,420,235.46,45.67,22.05,0.0,0
380,118,볶음밥,1,인분,300,504,189.54,56.7,56.07,6.84,1245
381,266,호박잎된장국,1,뚝배기,108,79,6.24,6.24,1.41,0,0
382,938,더덕구이,1,쪽,22,22,6.7,1.5,2.9,0,0
383,202,북어콩나물국,1,소대접,250,125,1.99,17.72,4.27,0,0
384,738,골뱅이무침,1,중간접시,100,109,15.7,7.1,2,0,0
385,476,[CJ] 햇반단호박죽,1,개,270,190,35.42,3.08,4,0,0
386,592,춘장,1,종지,18,33,4.2,2.4,0.8,0,0
387,643,양파가루,1,종지,2,8,7.9,1,0.2,0,0
388,760,풋마늘초무침,1,소접시,66,53,11.46,2.44,0.75,0,0
389,634,[참그루] 오미자감식초,1,큰술,15,25,6.2,1,1,0,0
390,921,베이컨볶음,1,소접시,106,161,6.52,7.96,11.38,0,0
391,80,제육덮밥,1,회,100,156,23.1,6.02,4.45,1.45,307.61
392,857,쇠고기마늘볶음,1,소접시,93,172,4.19,13.23,11.84,0,0
393,148,녹두밥,1,공기,90,311,76.85,7.36,0.24,0,0
394,456,[동원] 양반 꿀단호박죽,1,개,285,245,57,4,0,24,270
395,989,[동원] 와인갈릭구이,1,회분,43,115,5,6,8,0,0
396,399,민어매운탕,0.5,인분,89,75,4.6,9,2.8,3.7,506
397,371,[놀부] 김치부대찌개,1,회분,100,79,7,5,3.6,0,0
398,168,[CJ] 12혼합곡,1,회분,100,315,0,0,0,0,0
399,214,김치콩나물국,1,인분,250,42,6.11,2.34,1.48,1.89,631
400,662,에이엠푸드샐러드,1,개,200,235,43.5,4,5,0,0
401,686,콩나물무침,1,소접시,80,38,5.99,2.31,1.13,1.97,401
402,210,동태무국,1,대접,120,68,0,0,0,0,0
403,63,삼각김밥 참치김치매운맛,1,개,100,161,0,0,0,0,0
404,185,[CJ] 둘이함께햇반,1,개,400,600,0,0,0,0,0
405,94,[청정원] 카레여왕 치킨카레,1,봉,160,125,21,4,2.9,8,1010
406,557,무지개떡,1,개,33,70,15.97,1.08,0.09,3.04,48
407,901,호박홍합볶음,1,소접시,121,77,6.8,4.47,3.92,0,0
408,382,조기매운탕,1,대접,155,144,12.78,46.91,15.17,0,0
409,243,감자고비된장국,1,대접,129,91,11.8,7.43,2.5,0,0
410,713,미역나물,1,소접시,78,19,4.21,1.63,0.56,0,0
411,933,불닭볶음,1,소접시,187,308,0,0,0,0,0
412,606,[오뚜기] 스모키허니드레싱,1,종지,15,39,3.9,0.49,2.38,0,0
413,78,낙지덮밥,1,인분,300,403,64.35,26.63,4.69,8.28,1128
414,486,[CJ] 인델리팔락파르니,1,인분,160,240,0,0,0,0,0
415,374,해물탕,1,대접,129,80,11.52,40.74,8.37,0,0
416,894,건꼴뚜기볶음,1,소접시,34,119,6.52,10.72,4.61,0,0
417,505,[CJ] 매운맛카레,1,인분,180,125,18.4,1.6,5,0,0
418,890,오징어볶음,1,소접시,167,177,13.4,21,4.1,0,572
419,468,[죽이야기] 녹두죽,1,인분,503,554,0,0,0,0,0
420,745,무미역생채,1,소접시,70,21,5.9,1.35,0.15,0,727.2
421,73,규동 (쇠고기덮밥),1,인분,350,614,70.27,23.87,25.09,0.93,757
422,271,표고버섯북어국,1,소대접,250,123,4.06,15.79,3.17,0,0
423,623,[CJ] 프레시안스파게티소스 토마토,1,종지,20,14,3.01,0.49,0,0,0
424,950,소불고기,1,인분,300,489,45.0,169.5,61.2,21.6,571
425,954,닭갈비,1,인분,115,171,10.8,12.2,8.2,1.8,352
426,419,율무죽,1,대접,315,138,29.93,1.58,1.26,0,0
427,208,참치미역국,1,대접,32,60,4.64,11.11,11.23,0,0
428,585,쌈장,1,종지,22,40,6.51,1.63,1.22,1.04,297
429,144,보리밥,1,공기,210,294,67.41,6.09,0.63,0,0
430,322,순두부찌개,1,인분,300,259,5.6,18.3,18,1.7,516
431,798,탕평채,1,소접시,189,90,10.77,6.39,4.63,0,0
432,883,잔멸치볶음,1,회,100,342,26.2,31,12.6,0,1896
433,652,[오뚜기] 순후추,1,회분,100,380,65,12,8,0,0
434,503,[서울마님죽] 한우소고기죽,1,팩,500,275,55,5,6,0,900
435,141,돌솥비빔밥,1,인분,300,472,197.7,48.81,44.7,13.35,410
436,848,취나물볶음,1,소접시,83,123,1.71,1.49,17.52,0,0
437,780,어리굴젓무침,1,소접시,48,51,2.51,2.02,2.65,0,0
438,127,[천일냉동식품] 소불고기볶음밥,1,인분,300,510,79.35,18.9,13,0,0
439,786,새우무침,1,소접시,34,110,3.7,10.1,3.24,0,0
440,773,문어무침,1,소접시,130,83,7.09,9.18,2.67,0,0
441,645,생청국장,1,회분,15,26,1,2.75,1.33,0,0
442,43,김초밥,1,줄,274,491,206.68,37.46,24.82,0.0,0
443,919,곱창볶음,1,인분,150,265,15.59,12.41,19.82,3.03,305
444,303,뼈다귀해장국,1,인분,300,315,7.1,39.9,13.5,1.9,2420
445,981,돼지사태 구운것,1,토막,45,133,0.27,17.01,2.52,0,0
446,344,미더덕 된장찌개,0.5,그릇,150,65,6.4,6.1,2.4,5.7,570
447,102,[한솥도시락] 햄버그도시락,1,인분,400,707,88.38,44.19,19.64,0,0
448,688,가지나물,1,소접시,50,30,2.5,0.75,0.7,0,0
449,647,칠리가루,1,종지,9,30,5.41,1.35,0.74,0,0
450,843,양파볶음,1,소접시,50,48,11.1,1.5,0.2,5.2,3
451,858,쇠고기오이볶음,1,소접시,119,96,2.99,7,6.59,0,0
452,478,[CJ] 햇반홍게살죽,1,개,315,185,31.86,5.17,4.1,0,0
453,565,강원도감시기감자부꾸미,1,개,50,67,0,0,0,0,0
454,674,무청김치,1,소접시,60,14,1.44,1.62,0.42,0,0
455,324,청국장찌개,1,인분,140,117,11.05,10.03,4.19,3.25,1108
456,49,[바이더웨이] 삼각김밥 김치참치마요네즈,1,개,105,178,0,0,0,0,0
457,342,달래된장찌개,0.5,인분,125,37,4.8,3.6,1.4,3.7,288
458,604,딸기시럽,1,회분,100,259,67.2,0,0.2,0,9
459,101,주먹밥,1,개,100,150,27.5,3.9,2.5,0.3,107
460,671,부추김치,1,소접시,61,26,4.28,2.4,1.01,0,0
461,93,[청정원] 카레여왕 야채카레,1,인분,180,105,18,3,2.4,8,770
462,708,쇠고기무나물,1,소접시,83,80,3.79,5.82,5.08,0,0
463,273,호박새우젓국,1,대접,98,56,4.48,3.2,0.73,0,0
464,995,삼치구이,1,토막,72,124,0,13.23,4.27,0,0
465,654,[스타벅스] 휘핑크림,1,회분,35,129,4.1,0,12.6,0,0
466,247,냉이된장국,1,인분,300,126,15.24,9.74,3.41,5.01,1632
467,54,[CU] 참치김치볶음 삼각김밥,1,개,100,173,31,4,3.7,1,688
468,663,배추김치,1,소접시,100,25,4.4,1.4,0.2,0.4,232
469,769,멸치잔파무침,1,소접시,36,73,3.76,7.12,3.09,0,0
470,414,야채죽,1,대접,250,198,20.11,2.01,1.16,0,0
471,212,쇠고기국,1,소대접,250,78,6.88,8.22,2.71,0,0
472,834,고춧잎볶음,1,소접시,89,74,8.19,3.62,5.56,0,0
473,361,버섯찌개,0.5,대접,93,43,5.7,3.9,1.3,4.9,390
474,511,[풀무원] 생가득영양만점전복요리죽,1,회분,200,135,25.07,4.18,2,0,0
475,936,[동원] 천연장비엔나,1,개,17,45,0.3,2,4,0,0
476,900,미역줄거리볶음,1,소접시,96,68,0,0,0,0,0
477,842,콩나물잡채,1,소접시,124,112,47.16,12.96,7.47,0,0
478,809,커피땅콩,1,종지,13,73,3.51,3.15,5.82,0,0
479,119,쇠고기볶음밥,1,인분,300,553,67.66,19.37,21.87,1.67,711
480,939,도라지구이,1,쪽,22,27,7.1,0.7,0.6,0,0
481,84,[청정원] 쇠고기짜장,1,회분,200,180,29.9,6.2,3.9,0,0
482,111,[한솥도시락] 돈까스도시락,1,인분,400,683,0,0,0,0,0
483,460,[본죽] 게살죽,1,그릇,700,740,40,8,10,0,0
484,310,[삼육] 삼육콩국,1,회분,250,105,5.18,10.05,4.9,0,0
485,824,도토리묵김치잡채,1,소접시,95,57,12.48,1.26,1.65,0,0
486,213,무국,1,인분,200,120,13.78,2.76,6.64,4.04,1087
487,546,수수부침,1,개,11,44,8,1,1.1,0,0
488,774,굴무침,1,소접시,88,90,7.61,10.21,2.88,0,0
489,778,쇠고기김무침,1,소접시,72,103,3.01,14.76,3.19,0,0
490,529,가래떡,1,쪽,100,238,52.07,4.52,0.64,0.11,205
491,783,호박오가리무침,1,소접시,48,111,17.23,3.22,2.54,0,0
492,211,콩나물된장국,1,대접,37,52,5.19,5.64,1.47,0,0
493,38,[농심] 소고기국밥 248g,1,인분,248,375,0,0,0,0,0
494,889,북어볶음,1,소접시,36,119,6.48,11.79,3.94,0,0
495,367,[대상] 쿡조이청국장찌개,1,봉지,200,109,9.1,8.2,4.5,0,0
496,968,[풀무원] 퓨렘로스구이 250g,1,개,250,427,0,0,0,0,0
497,287,경단미역국,1,대접,32,110,18.94,3.25,2.2,0,0
498,343,된장찌개,1,인분,200,176,16.46,15.51,5.83,3.75,2452
499,642,양조식초,1,큰술,100,3,0.29,1,1,0,0
500,997,고등어구이,1,인분,200,379,0.7,35.18,25.19,0.18,822
501,598,[오뚜기] 스파게티소스 분말,1,종지,2,7,1.6,0.2,0,0,0
502,452,[CJ] 단호박죽,1,인분,270,175,38.18,4.36,0.51,0,0
503,913,돼지고기볶음,1,인분,200,320,19.8,21.91,20.05,3.85,423
504,105,[한솥도시락] 김치찌개도시락,1,인분,400,602,90.3,30.1,13.38,0,0
505,762,무생채,1,소접시,78,32,5.74,0.92,0.91,3.22,553
506,874,오향장육,1,인분,80,157,15.03,29.26,34.13,0.0,0
507,233,감자국,1,회,100,85,9.39,4.32,3.35,0.68,274
508,661,[오뚜기] 밥친구 참깨,1,인분,8,40,2.4,2,2.5,0,0
509,225,김치수제비국,1,소대접,200,87,18.35,4.52,0.69,0,0
510,146,콩밥,1,공기,200,345,74.57,9.11,1.97,0.1,368
511,992,[하림] 하림비엔나,1,회분,100,280,13,14,19,0,0
512,792,갑오징어죽순초무침,1,소접시,98,137,0,0,0,0,0
513,231,김치국(김칫국),1,인분,199,83,7.53,13.38,5.92,0,0
514,830,고구마줄기볶음,1,소접시,80,56,8.03,0.97,2.47,3.01,149
515,400,대구지리,1,인분,142,88,5.3,15.2,1.5,0,1255.9
516,181,누룬밥,1,공기,60,208,39.25,2.85,0.05,0,0
517,317,[훼밀리마트] 도시락친구일식된장국,1,개,5,20,4,0.8,0,0,0
518,281,떡어묵국,1,대접,121,182,20.75,8.96,1.09,0,0
519,665,열무김치,1,소접시,35,12,1.8,0.8,0.2,0.4,224
520,998,갈치구이,1,회,100,192,0.14,24.8,10.31,0.14,336
521,226,홍합미역국,1,회,100,26,1.79,3.03,0.72,0,314.41
522,124,[CJ] 프레시안닭가슴살볶음밥,1,인분,270,445,0,0,0,0,0
523,95,[청정원] 카레여왕 비프카레,1,인분,160,133,24,4,2.3,8,760
524,721,부추강회,1,접시,114,66,2.69,10.97,1.81,0,0
525,392,복지리,1,대접,118,81,4.6,1.4,0.8,4.1,930
526,735,미나리무침,1,소접시,76,24,11.23,4.26,2.75,0,0
527,679,백김치,1,회,100,22,4.75,1.21,0.19,1.43,454
528,563,인절미,1,회분,100,220,45.39,5.65,1.86,1.93,341.37
529,291,선지해장국,1,인분,500,430,12.01,49.19,21.71,1.89,2469
530,819,브라질너트 볶은것,1,회,100,669,9.6,14.9,69.1,2.3,78
531,289,감자호박국,1,소대접,250,45,8.69,4.05,0.47,0,0
532,152,오곡밥,1,공기,210,311,74.64,11.74,2.62,0,0
533,301,[풀무원] 올갱이국,1,회분,100,21,0,0,0,0,0
534,201,북어계란국,1,대접,82,155,2.6,18.31,5.47,0,0
535,308,[오뚜기] 황태해장국,1,인분,200,35,2.3,4.2,1,0,0
536,646,청국장 분말,1,큰술,15,67,1.96,6.65,3.62,0,0
537,274,유부국,1,대접,78,57,3.23,7.03,5.78,0,0
538,831,감자채볶음,1,소접시,129,84,14.1,2.4,2.2,0,205
539,516,허머스HUMMUS,1,큰술,14,35,1.5,0.5,3,0,0
540,994,쥐포구이,1,장,36,119,6.17,7.52,0.41,0,0
541,896,오징어어묵볶음,1,소접시,130,136,16.27,14.47,3.97,0,0
542,275,건새우아우국,1,대접,67,83,0,0,0,0,0
543,411,팥죽,1,인분,400,382,313.96,60.24,6.16,14.44,555
544,923,김치소세지볶음,1,소접시,100,127,4.28,4.9,10.79,0,0
545,564,[수예당제과] 만주세트 호두 밤 아몬드 커피 코코넛,1,회분,100,301,54.05,7.34,6.16,0,0
546,524,[폰타나] 클램차우더스프,1,회분,30,105,0,0,0,0,0
547,534,약식,1,소접시,100,244,52.3,3.7,2.2,0,0
548,46,[GS25] 김치김밥,1,줄,144,381,0,0,0,0,0
549,800,겨자채,1,소접시,153,148,11.17,9.53,9.28,0,0
550,166,[CJ] 햇반 흑미밥,1,개,210,320,71,5,1.6,0,15
551,136,[TGIF] 해물김치볶음밥 100g,1,소접시,100,174,0,0,0,0,0
552,991,[청정원] 참작순살비엔나,1,회분,30,100,2,3,9,0,0
553,540,쑥개피떡,1,개,25,52,11.3,1.1,0.2,0,0
554,187,고향산천쌀밥,1,인분,200,300,0,0,0,0,0
555,176,돌솥밥,1,공기,130,384,0,0,0,0,0
556,151,수수밥,1,공기,100,168,36.27,3.46,1.06,0.15,171
557,878,미역줄기볶음,1,인분,200,82,13.32,1.89,3.07,5.19,235
558,262,선지곱창국,1,대접,207,126,10.6,12.2,4.6,0,855.1
559,391,복매운탕,1,그릇,388,131,9.8,19,3,8.3,790
560,982,돼지안심 구운것,1,회,100,160,0,30.23,4.76,0,57
561,755,오이생채,1,소접시,80,30,5.42,0.96,0.92,2.66,540
562,467,[죽이야기] 버섯야채죽,1,인분,380,499,81,16,17,0,0
563,637,[청정원] 식초,1,큰술,10,1,0,0,0,0,0
564,329,연두부찌개,1,대접,174,101,12.3,9.9,3.5,10.6,164
565,423,녹두죽,1,인분,300,200,41.35,7.2,0.92,0.56,376
566,406,호박죽,0.5,대접,352,257,52.5,4.2,3.7,9.8,542
567,44,참치김밥,1,줄,250,418,61.2,14.5,12.8,0.3,864.56
568,302,올갱이국,1,회,100,24,2.17,2.28,0.69,0.27,336.19
569,261,선짓국,1,인분,800,337,11,51.1,9.9,0,0
570,545,수수경단,1,개,20,44,8.6,1.6,0.3,0,0
571,928,닭발볶음,1,회,100,206,12,15.2,11.2,5.6,548.8
572,198,시금치된장국,1,인분,250,120,17.48,7.91,2.8,5.63,1173
573,818,호박씨 조미한것,1,종지,13,74,0,0,0,0,0
574,603,머스타드소스,2,작은술,2,1,0.1,0.1,0.1,0,18
575,956,쇠고기 등심구이,1,인분,204,386,0,0,0,0,0
576,827,[청오건강] 유기농쥐눈이볶음,1,회분,15,58,0,0,0,0,0
577,608,[오뚜기] 드레싱,1,종지,15,36,3.68,0.46,2.25,0,0
578,150,밤팥밥,1,공기,110,342,69.21,6.56,0.2,0,0
579,785,조개젓무침,1,소접시,73,62,4.21,2.76,2.55,0,0
580,71,[훼밀리마트] 김치베이컨김밥,1,개,220,339,49.75,8,12,0,0
581,236,두부계란탕,1,대접,150,163,4.55,12.59,7.82,0,0
582,638,[청정원] 현미식초,1,큰술,10,2,0.29,1,1,0,0
583,115,[한솥도시락] 새댁도시락,1,인분,400,528,0,0,0,0,0
584,255,감자당면국,1,대접,50,41,17.77,1.79,0.02,0,0
585,464,[오뚜기] 옛날구수한오곡누룽지,1,회분,30,120,27.6,2.4,0,0,0
586,947,갈비구이,1,토막,254,566,9.48,19.49,22.56,0,0
587,244,근대된장국,1,인분,300,140,17.46,10.41,4.08,6.46,815
588,806,삼색냉채,1,소접시,85,32,6.76,0.97,0.21,0,0
589,334,동태찌개,1,인분,650,368,21.8,55.2,6.2,0,982
590,523,[한국에스비] 컵스양송이스프,1,회분,12,50,0,0,0,0,0
591,122,소불고기볶음밥,1,인분,400,479,0,0,0,0,0
592,553,감자떡,1,개,30,64,12.11,3.2,0.6,0,0
593,482,[풀무원] 생가득미니밀 게살버섯수프,1,인분,180,60,0,0,0,0,0
594,852,구절판,1,소접시,145,230,63.51,35.29,20.17,0,0
595,186,[농심] 고향산천강원도쌀밥,1,낱개,200,300,64.5,6,2,0,0
596,707,숙주맛살무침,1,소접시,97,22,1.57,2.57,0.74,0,0
597,845,김치볶음,1,인분,38,33,1.63,0.63,2.82,0.64,221
598,779,오징어어묵무침,1,소접시,76,69,5.03,11.31,1.53,0,0
599,372,꽃게탕,1,인분,1292,400,17.79,49.58,14.34,0,0
600,368,[오뚜기] 맛있는청국장찌개,1,인분,350,160,17.25,9.1,6.25,0,0
601,841,참치야채볶음,1,소접시,95,84,5.61,12.22,4.31,0,0
602,192,조개살두부국,1,대접,97,73,3.19,8.81,3.14,0,0
603,110,[한솥도시락] 제육볶음도시락,1,인분,400,586,95.63,47.81,21.25,0,0
604,252,모시조개시금치국,1,대접,112,63,0,0,0,0,0
605,347,돼지고기찌개,1,인분,205,243,13.3,16.5,14.3,0,1042
606,339,참치두부찌개,1,뚝배기,567,519,20.5,71.6,17.3,13.3,1355
607,45,충무김밥,1,회분,100,145,27.29,5.86,1.49,4.3,323.57
608,790,참나물무침,1,소접시,72,26,3.8,2.18,0.79,1.05,214
609,869,멸치야채볶음,1,소접시,83,120,10.4,7.75,5.94,0,0
610,463,[오뚜기] 옛날구수한현미누룽지,1,인분,30,120,27,2,0,0,0
611,987,[이마트] 콩단백콩프랑크,1,개,30,74,6.1,4.53,3.5,0,0
612,422,옥수수죽,1,대접,210,215,0,0,0,0,0
613,631,깨소스,1,종지,30,48,0,0,5.35,0,0
614,975,[비건] 냉동양념콩불구이,1,회분,100,274,0,0,0,0,0
615,417,새우죽,1,대접,210,226,39.32,13.02,1.22,0,0
616,533,깨송편,1,개,20,46,9.81,0.91,0.3,0.64,2
617,731,단무지무침,1,소접시,60,24,4.97,0.68,0.72,0,0
618,775,낙지무침,1,소접시,139,56,7.35,7.11,0.53,0,0
619,327,콩비지찌개,1,소접시,220,135,9.9,10.5,5.9,0.7,429
620,747,열무무침,1,소접시,98,64,10.56,2.66,1.12,0,0
621,438,[오뚜기] 3분버섯죽,1,인분,230,80,16,2,0.9,0,0
622,586,쌈장 고추장함유,1,종지,18,48,2.4,1.7,1.3,0,0
623,993,김구이,1,장,0,1,0.1,0.1,0.1,0,0
624,976,두부부침,1,접시,85,94,3.61,7.67,5.99,0.74,291
625,350,햄김치찌개,1,인분,141,144,11.12,7.43,8.53,0,1218.1
626,485,[하우스] 바몬드카레,1,회분,21,110,0,0,0,0,0
627,333,꽁치찌개,0.5,인분,85,125,6.4,13.1,5.7,5.5,996
628,341,감자찌개,1,인분,300,259,11.4,8,4.6,0,0
629,977,[새롬식품] 초록마을옛날어묵,1,장,50,74,10.24,4.89,1.5,0,0
630,621,[오뚜기] 스테이크소스,1,종지,15,17,4.05,0.26,0,0,0
631,984,베이컨,1,조각,10,27,0.07,1.85,2.09,0,116
632,552,꿀떡,1,개,25,54,11.53,1.08,0.32,0.75,2
633,359,우렁된장찌개,1,인분,250,90,1,27,1.8,1,910
634,475,[CJ] 햇반전복죽,1,개,315,175,29.46,4.16,4.5,0,0
635,537,찰시루떡,1,개,20,50,10.4,1.4,0.1,0,0
636,985,돼지곱창 삶은것,1,회분,100,171,0,14,11.9,0,13
637,886,쥐포볶음,1,소접시,19,60,28.98,31.78,8.85,0,0
638,196,모시조개국,1,대접,61,38,4.45,11.78,1.14,0,0
639,670,총각김치,1,인분,38,11,2.35,0.47,0.1,1.08,233
640,942,두부구이,1,소접시,110,118,3.77,9.85,7.64,0.93,381
641,457,[CJ] 브로컬리 치즈스프,1,회분,160,136,10.35,2.5,9.4,0,0
642,627,[풀무원] 매콤 떡볶이 양념소스,1,봉,150,345,61.5,4.5,9,43.5,1740
643,854,호박볶음,1,소접시,103,48,3.18,2.68,4.76,0,0
644,853,쇠고기표고볶음,1,소접시,105,183,3.1,13.46,11.42,0,0
645,234,대합미역국,1,대접,21,22,3.05,3.02,0.8,0,0
646,269,열무감자국,1,대접,119,68,8.34,5.85,1.18,0,0
647,582,왜된장,1,큰술,15,32,2.61,3.1,1.89,0,0
648,550,경단,1,개,20,48,16.6,1.9,1.6,0,0
649,541,인절미 팥고물,1,개,17,35,0,0,0,0,0
650,55,삼각김밥 양송이김치볶음,1,개,100,163,0,0,0,0,0
651,259,홍합우거지국,1,대접,114,52,6.27,4.51,0.95,0,0
652,782,사태초무침,1,소접시,76,96,4.99,13.04,4.07,0,0
653,544,개피떡,1,개,25,53,11.4,1,0.2,0,0
654,370,[동원] 양반부대찌개,1,포장,290,210,13,13,12,0,0
655,680,고구마순김치,1,접시,50,20,0,0,0,0,0
656,165,[CJ] 햇반 찰보리밥,1,개,210,305,68,6,1,0,20
657,711,두릅무침,1,소접시,73,54,8.26,3.05,1.99,0,0
658,265,쇠고기탕국,1,대접,109,115,2.78,12.35,4.18,0,0
659,570,양념간장,1,종지,17,33,1,1,1,0,0
660,558,도장떡,1,개,20,44,0,0,0,0,0
661,578,떡볶이양념,1,종지,23,53,9.2,0.8,1.5,0,0
662,53,삼각김밥 소고기쌈장,1,개,100,157,0,0,0,0,0
663,76,해물덮밥,1,인분,700,772,100.4,42,22.4,0,0
664,639,감식초,1,큰술,10,2,0.36,1,1,0,0
665,451,[CJ] 단팥죽,1,인분,270,245,51.06,8.04,0.9,0,0
666,218,동태국,1,대접,250,72,9.17,38.08,1.38,0,0
667,696,숙주미나리무침,1,소접시,73,14,2.16,1.69,0.58,0,0
668,169,생기발랄라이트,1,포,25,95,0,0,0,0,0
669,510,[풀무원] 생가득매콤한김치낙지요리죽,1,회분,200,125,23.46,2.84,2.2,0,0
670,108,[한솥도시락] 국화도시락,1,인분,400,927,0,0,0,0,0
671,964,돼지고기섭산적,1,접시,145,297,0,0,0,0,0
672,884,오징어채볶음,1,소접시,36,122,18.4,8.3,1.8,5.2,514
673,895,문어볶음,1,소접시,168,149,11.85,12.73,6.16,0,0
674,320,호박달래찌개,1,뚝배기,156,107,11.34,7.79,2.52,0,0
675,925,닭고추장볶음,1,소접시,172,232,18.13,14.07,12.67,0,0
676,846,감자햄볶음,1,소접시,118,160,11.15,4.98,8.75,0,0
677,279,버섯국,1,대접,87,33,7.89,2.85,0.31,0,0
678,567,닭가슴살떡,1,회분,80,177,32.54,6.4,2.24,0,0
679,930,오리불고기,1,소접시,102,140,5.14,11.76,7.57,2.43,170
680,817,호두,1,알,4,26,0.55,0.61,2.61,0.1,0
681,703,숙주나물,1,소접시,100,12,1.7,2.2,0.1,0.1,3
682,191,감자두부된장국,1,대접,197,130,13.16,8.44,3.07,0,0
683,89,[CJ] 칠리새우덮밥,1,인분,310,405,63.25,11.9,11.6,0,0
684,759,편육무침,1,소접시,133,180,9.03,13.41,4.16,0,0
685,635,빛깔좋은감식초,1,큰술,15,4,1,0,0,0,0
686,619,[오뚜기] 논오일드레싱,1,큰술,15,20,4.6,0.4,0,0,0
687,427,[동원] 양반 닭표고버섯죽,1,개,285,157,0,0,0,0,0
688,189,콩나물국,1,그릇,250,20,1.2,2.2,0.8,0,89
689,926,쇠고기고추장볶음,1,소접시,105,171,11.44,13.81,3.98,0,0
690,753,오이양배추무침,1,소접시,81,41,7.47,1.34,1.47,0,0
691,572,왜간장,1,종지,18,9,1,1,1,0,0
692,345,우거지찌개,1,대접,140,127,10.7,13.8,4.5,8.7,924
693,112,[한솥도시락] 소불고기도시락,1,인분,400,792,118.8,39.6,17.6,0,0
694,179,영양돌솥밥,1,공기,130,384,78.97,7.1,0.59,0,0
695,628,[오뚜기] 피자소스,1,회분,100,110,25,2,1,0,0
696,698,숙주부추나물,1,소접시,73,17,2.04,2.25,0.64,0,0
697,864,고비볶음,1,소접시,81,54,5.66,2.25,3.66,0,0
698,220,왜된장국,1,대접,23,43,3.78,6.36,3.79,0,0
699,386,쏘가리매운탕,1,대접,199,151,22.21,34.11,7.94,0,0
700,133,참치볶음밥,1,접시,227,464,67.42,17.51,44.17,0,0
701,385,메기매운탕,1,대접,138,168,13.55,32.86,17.23,0,0
702,222,감자수제비국,1,소대접,200,111,38.09,7.91,1.32,0,0
703,160,팥밥,1,공기,90,309,77.49,7.06,0.1,0,0
704,704,고비나물,1,소접시,93,60,5.55,2.44,3.63,0,0
705,149,밤밥,1,공기,100,310,73.93,5.52,0.26,0,0
706,219,감자어묵국,1,대접,96,80,14.01,7.33,1.1,0,0
707,569,고추장,1,회,20,43,8.6,1.18,0.48,0,502
708,551,색떡,1,개,33,78,0,0,0,0,0
709,915,쇠고기야채볶음,1,소접시,145,159,8.05,12.02,8.96,0,0
710,918,돼지곱창볶음,1,인분,130,204,12.34,9.82,15.09,2.4,727
711,761,단배추된장무침,1,소접시,96,65,6.23,3.29,3.48,0,0
712,125,연어아보카도롤(연어롤),1,인분,300,510,74.3,18.6,15.4,0,0
713,832,참치김치볶음,1,소접시,97,101,2.91,9.61,6.06,0,0
714,907,[새롬식품] 조랭이어묵,1,회분,50,72,5.06,8.44,2,0,0
715,787,우뭇가사리무침,1,소접시,70,47,0,0,0,0,0
716,383,대구탕,1,대접,149,89,117.74,72.67,18.2,0,0
717,379,알탕,1,인분,400,376,14.66,45.95,16.95,2.71,2148
718,658,자이로과당,1,회분,3,12,3,0,0,0,0
719,425,[동원] 양반 전복죽,1,개,288,150,26,5,2.7,0,590
720,668,오이소배기,1,소접시,50,17,2.5,0.8,0.5,0,0
721,276,새우젓호박국,1,소대접,250,58,4.76,2.78,2.52,0,0
722,282,두부어묵새우젓국,1,대접,127,112,5.73,9.47,3.76,0,0
723,439,[오뚜기] 3분야채죽,1,인분,230,60,13,2,0,0,0
724,768,오이도라지생채,1,인분,70,50,0,0,0,0,0
725,85,[한솥도시락] 치킨마요덮밥,1,인분,230,453,79.58,25.32,29.6,0,0
726,431,[동원] 양반 쇠고기죽,1,개,287,165,26,7,3.7,0,570
727,909,계란말이,1,소접시,78,112,14.27,22.06,14.26,0.6,127
728,378,해물잡탕,0.5,대접,82,56,5,7.4,1,4.1,463
729,561,쑥범벅,1,개,62,114,0,0,0,0,0
730,840,닭살야채볶음,1,소접시,183,165,13.68,13.93,5.31,0,0
731,442,[화과방] 동지새알심팥죽,1,인분,280,295,67.85,5.9,0,0,0
732,412,버섯죽,1,대접,250,277,12.8,1.53,2.61,0,0
733,87,[ASIAN HOME GOURMET] INDIAN KORMA CURRY액상카레,1,회분,13,40,0,0,0,0,0
